-8.1649658092773e-01,4.0824829046386e-01,4.0824829046386e-01
4.0824829046386e-01,-8.1649658092773e-01,4.0824829046386e-01
4.0824829046386e-01,4.0824829046386e-01,-8.1649658092773e-01
4.0824829046386e-01,8.1649658092773e-01,-4.0824829046386e-01
4.0824829046386e-01,-4.0824829046386e-01,8.1649658092773e-01
-8.1649658092773e-01,-4.0824829046386e-01,-4.0824829046386e-01
8.1649658092773e-01,4.0824829046386e-01,-4.0824829046386e-01
-4.0824829046386e-01,4.0824829046386e-01,8.1649658092773e-01
-4.0824829046386e-01,-8.1649658092773e-01,-4.0824829046386e-01
8.1649658092773e-01,-4.0824829046386e-01,4.0824829046386e-01
-4.0824829046386e-01,8.1649658092773e-01,4.0824829046386e-01
-4.0824829046386e-01,-4.0824829046386e-01,-8.1649658092773e-01
