0.0000000000000e+00,2.0412414523193e-01,-2.0412414523193e-01,2.0412414523193e-01,4.0824829046386e-01,0.0000000000000e+00,-2.0412414523193e-01,0.0000000000000e+00,-4.0824829046386e-01
-4.0824829046386e-01,-2.0412414523193e-01,0.0000000000000e+00,-2.0412414523193e-01,0.0000000000000e+00,2.0412414523193e-01,0.0000000000000e+00,2.0412414523193e-01,4.0824829046386e-01
4.0824829046386e-01,0.0000000000000e+00,2.0412414523193e-01,0.0000000000000e+00,-4.0824829046386e-01,-2.0412414523193e-01,2.0412414523193e-01,-2.0412414523193e-01,0.0000000000000e+00
-4.0824829046386e-01,2.0412414523193e-01,0.0000000000000e+00,2.0412414523193e-01,0.0000000000000e+00,2.0412414523193e-01,0.0000000000000e+00,2.0412414523193e-01,4.0824829046386e-01
4.0824829046386e-01,0.0000000000000e+00,-2.0412414523193e-01,0.0000000000000e+00,-4.0824829046386e-01,-2.0412414523193e-01,-2.0412414523193e-01,-2.0412414523193e-01,0.0000000000000e+00
0.0000000000000e+00,-2.0412414523193e-01,2.0412414523193e-01,-2.0412414523193e-01,4.0824829046386e-01,0.0000000000000e+00,2.0412414523193e-01,0.0000000000000e+00,-4.0824829046386e-01
0.0000000000000e+00,-2.0412414523193e-01,-2.0412414523193e-01,-2.0412414523193e-01,4.0824829046386e-01,0.0000000000000e+00,-2.0412414523193e-01,0.0000000000000e+00,-4.0824829046386e-01
4.0824829046386e-01,0.0000000000000e+00,2.0412414523193e-01,0.0000000000000e+00,-4.0824829046386e-01,2.0412414523193e-01,2.0412414523193e-01,2.0412414523193e-01,0.0000000000000e+00
-4.0824829046386e-01,2.0412414523193e-01,0.0000000000000e+00,2.0412414523193e-01,0.0000000000000e+00,-2.0412414523193e-01,0.0000000000000e+00,-2.0412414523193e-01,4.0824829046386e-01
0.0000000000000e+00,2.0412414523193e-01,2.0412414523193e-01,2.0412414523193e-01,4.0824829046386e-01,0.0000000000000e+00,2.0412414523193e-01,0.0000000000000e+00,-4.0824829046386e-01
-4.0824829046386e-01,-2.0412414523193e-01,0.0000000000000e+00,-2.0412414523193e-01,0.0000000000000e+00,-2.0412414523193e-01,0.0000000000000e+00,-2.0412414523193e-01,4.0824829046386e-01
4.0824829046386e-01,0.0000000000000e+00,-2.0412414523193e-01,0.0000000000000e+00,-4.0824829046386e-01,2.0412414523193e-01,-2.0412414523193e-01,2.0412414523193e-01,0.0000000000000e+00
