5.7735026918963e-01,-5.7735026918963e-01,-5.7735026918963e-01
-5.7735026918963e-01,5.7735026918963e-01,-5.7735026918963e-01
-5.7735026918963e-01,-5.7735026918963e-01,5.7735026918963e-01
-5.7735026918963e-01,-5.7735026918963e-01,5.7735026918963e-01
-5.7735026918963e-01,5.7735026918963e-01,-5.7735026918963e-01
5.7735026918963e-01,5.7735026918963e-01,5.7735026918963e-01
-5.7735026918963e-01,-5.7735026918963e-01,5.7735026918963e-01
5.7735026918963e-01,-5.7735026918963e-01,-5.7735026918963e-01
5.7735026918963e-01,5.7735026918963e-01,5.7735026918963e-01
-5.7735026918963e-01,5.7735026918963e-01,-5.7735026918963e-01
5.7735026918963e-01,-5.7735026918963e-01,-5.7735026918963e-01
5.7735026918963e-01,5.7735026918963e-01,5.7735026918963e-01
