ODB Name,Step,Frame,Part Instance Name, Element Label,X,Y,Z,Section Name,Material Name,Section Point,        SDV235,        SDV236,        SDV237,        SDV238,        SDV239,        SDV240,        SDV241,        SDV242,        SDV243,        SDV244,        SDV245,        SDV246,        SDV247,        SDV248,        SDV249,        SDV250,        SDV251,        SDV252
C:/Users/jl1908/AppData/Local/Temp/Job-21525792354.525.odb,Step-1,Increment     15: Step Time =   4.5849E-03,"PART-1-1",             1,  -410.000E-03,  -410.000E-03,      500.E-03,"ASSEMBLY_PART-1-1_SET-2","MATERIAL-1","",   230.278E+03,   230.278E+03,   1.09446E+06,   1.09446E+06,   230.278E+03,   230.278E+03,   1.09446E+06,   230.278E+03,   230.278E+03,   230.278E+03,   230.278E+03,   1.09446E+06,      330.E+06,      330.E+06,      330.E+06,      330.E+06,      330.E+06,      330.E+06
