ODB Name,Step,Frame,Part Instance Name, Element Label,X,Y,Z,Section Name,Material Name,Section Point,        SDV289,        SDV290,        SDV291,        SDV292,        SDV293,        SDV294,        SDV295,        SDV296,        SDV297,        SDV298,        SDV299,        SDV300,        SDV301,        SDV302,        SDV303,        SDV304,        SDV305,        SDV306
C:/Users/jl1908/AppData/Local/Temp/Job-21525792354.525.odb,Step-1,Increment     15: Step Time =   4.5849E-03,"PART-1-1",             1,  -410.000E-03,  -410.000E-03,      500.E-03,"ASSEMBLY_PART-1-1_SET-2","MATERIAL-1","",   6.71765E+06,       -1.#IND,            0.,            0.,   4.41258E+06,       -1.#IND,            0.,   6.71765E+06,       -1.#IND,   4.41258E+06,       -1.#IND,            0.,            0.,            0.,            0.,            0.,            0.,            0.
